,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
6400,Regular,FDB46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093909644,10.5,213.7244,4.0
6401,Regular,FDU21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076839735,11.8,34.9558,4.0
6402,Regular,FDO09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125469442,13.5,264.491,4.0
6403,Regular,FDW09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025961116,13.65,80.4302,4.0
6404,Regular,FDP22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099286298,14.65,49.8666,4.0
6405,Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067181098,15.1,258.8304,4.0
6406,Regular,FDL09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128235131,19.6,169.2816,4.0
6407,Regular,DRD01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061270647,12.1,53.2614,4.0
6408,Regular,DRB48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024892129,16.75,37.8822,4.0
6409,Regular,DRA24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039990314,19.35,165.0868,4.0
6410,Regular,FDE35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.043968652,7.06,57.6904,4.0
6411,Regular,FDD23,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048761223,9.5,186.5898,4.0
6412,Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129016487,13.5,98.4068,4.0
6413,Low Fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048857925,12.6,61.0194,4.0
6414,Low Fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,10.8,72.338,4.0
6415,Low Fat,NCA30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129534812,19.0,190.1872,4.0
6416,Regular,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035627489,8.315,146.6444,4.0
6417,Regular,FDS24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062321222,20.85,87.2514,4.0
6418,Regular,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074847665,7.72,78.8986,4.0
6419,Regular,FDA52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128621941,16.2,175.537,4.0
6420,Regular,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,5.82,256.633,4.0
6421,Regular,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009883257,6.26,149.8366,4.0
6422,Regular,FDI34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085268317,10.65,229.7668,4.0
6423,Low Fat,FDM44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.054363971,12.857645184135977,105.099,4.0
6424,Low Fat,FDY55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,258.3988,4.0
6425,Low Fat,NCI54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.058827583,12.857645184135977,110.4912,4.0
6426,Low Fat,NCX30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.046609281,12.857645184135977,248.6776,4.0
6427,Low Fat,FDQ34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.284065879,12.857645184135977,105.5622,4.0
6428,Low Fat,DRK49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,40.5138,4.0
6429,Low Fat,FDA36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.009921107,12.857645184135977,183.6924,4.0
6430,Low Fat,FDC48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.027767577,12.857645184135977,82.1592,4.0
6431,Low Fat,FDH12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.148742896,12.857645184135977,107.128,4.0
6432,Low Fat,FDH48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.105893301,12.857645184135977,86.254,4.0
6433,Low Fat,FDI24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.137870237,12.857645184135977,175.037,4.0
6434,Low Fat,FDS48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.048637888,12.857645184135977,149.7708,4.0
6435,Low Fat,FDY36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.016476619,12.857645184135977,74.338,4.0
6436,Low Fat,FDO23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.25637539,12.857645184135977,94.8436,4.0
6437,Low Fat,FDP11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.120986139,12.857645184135977,216.1166,4.0
6438,Low Fat,FDV47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.094910421,12.857645184135977,84.5566,4.0
6439,Low Fat,FDW47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.081197035,12.857645184135977,121.7414,4.0
6440,Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.03627089,12.857645184135977,85.9566,4.0
6441,Low Fat,FDN01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.126760908,12.857645184135977,176.937,4.0
6442,Low Fat,FDP37,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.250560049,12.857645184135977,126.9994,4.0
6443,Low Fat,FDA49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.113669629,12.857645184135977,89.0198,4.0
6444,Low Fat,FDT13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.032516546,12.857645184135977,188.8214,4.0
6445,Low Fat,DRD27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.041740624,12.857645184135977,98.3042,4.0
6446,Low Fat,DRH15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.19244045,12.857645184135977,43.9428,4.0
6447,Low Fat,FDB39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.067441726,12.857645184135977,57.4272,4.0
6448,Low Fat,FDD04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.157528118,12.857645184135977,142.9154,4.0
6449,Low Fat,FDH27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.102157958,12.857645184135977,145.0128,4.0
6450,Low Fat,FDR14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.304737387,12.857645184135977,54.7298,4.0
6451,Low Fat,FDV38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.178192864,12.857645184135977,54.9956,4.0
6452,Low Fat,FDZ38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.014008751,12.857645184135977,171.3422,4.0
6453,Low Fat,FDB17,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.064208126,12.857645184135977,180.1976,4.0
6454,Low Fat,FDD16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.063649582,12.857645184135977,74.7696,4.0
6455,Low Fat,FDD53,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.077427883,12.857645184135977,41.8454,4.0
6456,Low Fat,FDE16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.046124444,12.857645184135977,206.7954,4.0
6457,Low Fat,FDG04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.010615026,12.857645184135977,185.1898,4.0
6458,Low Fat,FDS40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.024546148,12.857645184135977,34.619,4.0
6459,Low Fat,FDT40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.167725251,12.857645184135977,128.3678,4.0
6460,Low Fat,FDU52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.111654545,12.857645184135977,157.063,4.0
6461,Low Fat,FDB32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.041063069,12.857645184135977,93.5778,4.0
6462,Low Fat,FDB45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.037345714,12.857645184135977,106.5306,4.0
6463,Low Fat,FDC32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.173527068,12.857645184135977,92.0462,4.0
6464,Low Fat,FDE08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.086352403,12.857645184135977,149.8734,4.0
6465,Low Fat,FDG44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.178923163,12.857645184135977,55.7298,4.0
6466,Low Fat,FDJ56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.32111501,12.857645184135977,100.77,4.0
6467,Low Fat,FDX08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.039576776,12.857645184135977,179.9318,4.0
6468,Low Fat,FDX20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.074517508,12.857645184135977,227.372,4.0
6469,Low Fat,FDX55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.096658404,12.857645184135977,216.9166,4.0
6470,Low Fat,DRO59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.094817105,12.857645184135977,77.9012,4.0
6471,Low Fat,DRP35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.159096908,12.857645184135977,129.3336,4.0
6472,Low Fat,NCQ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.037829469,12.857645184135977,151.0708,4.0
6473,Low Fat,NCT29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.112249603,12.857645184135977,123.3414,4.0
6474,Low Fat,NCV29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.039996021,12.857645184135977,176.7686,4.0
6475,Low Fat,NCD43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.028048877,12.857645184135977,106.1964,4.0
6476,Low Fat,NCE30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.173574402,12.857645184135977,214.0902,4.0
6477,Low Fat,NCF42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.293066133,12.857645184135977,177.0712,4.0
6478,Low Fat,NCH43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.123557061,12.857645184135977,216.6192,4.0
6479,Low Fat,NCH54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.127234249,12.857645184135977,158.392,4.0
6480,Low Fat,NCH55,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.060706749,12.857645184135977,127.502,4.0
6481,Low Fat,NCJ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.060672263,12.857645184135977,119.8782,4.0
6482,Low Fat,NCJ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.025039776,12.857645184135977,102.7332,4.0
6483,Low Fat,NCM30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.117825569,12.857645184135977,43.2796,4.0
6484,Low Fat,NCR30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.124299531,12.857645184135977,73.4696,4.0
6485,Low Fat,NCS06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.055566935,12.857645184135977,263.591,4.0
6486,Low Fat,NCT30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.140582485,12.857645184135977,47.1718,4.0
6487,Low Fat,NCU18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.097768728,12.857645184135977,142.4496,4.0
6488,Low Fat,NCX18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.015397129,12.857645184135977,194.911,4.0
6489,Low Fat,NCX42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.010467749,12.857645184135977,162.9526,4.0
6490,Low Fat,NCZ18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.325780807,12.857645184135977,252.7698,4.0
6491,Low Fat,FDH19,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.057933643,12.857645184135977,175.1738,4.0
6492,Low Fat,FDP27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.20914265,12.857645184135977,190.953,4.0
6493,Low Fat,FDV39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,196.8426,4.0
6494,Low Fat,NCL31,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.210596485,12.857645184135977,144.747,4.0
6495,Low Fat,NCQ43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.194874778,12.857645184135977,110.2912,4.0
6496,Low Fat,FDH21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.054670967,12.857645184135977,158.6604,4.0
6497,Low Fat,FDD58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.103918113,12.857645184135977,100.67,4.0
6498,Low Fat,FDH10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.086326707,12.857645184135977,192.6478,4.0
6499,Low Fat,FDN21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.134564284,12.857645184135977,159.8236,4.0
6500,Low Fat,FDN57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.094957079,12.857645184135977,143.5154,4.0
6501,Low Fat,FDP33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.156304192,12.857645184135977,256.3672,4.0
6502,Low Fat,FDP58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.236616754,12.857645184135977,217.6482,4.0
6503,Low Fat,FDW34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.062294473,12.857645184135977,242.417,4.0
6504,Low Fat,FDX45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.18358896,12.857645184135977,154.663,4.0
6505,Low Fat,FDZ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.117091213,12.857645184135977,197.9084,4.0
6506,Low Fat,DRC25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.079440262,12.857645184135977,86.7882,4.0
6507,Low Fat,DRD25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.138269873,12.857645184135977,111.686,4.0
6508,Low Fat,DRE37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.164966345,12.857645184135977,189.4872,4.0
6509,Low Fat,DRG01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.078576075,12.857645184135977,78.467,4.0
6510,Low Fat,DRH36,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.058444176,12.857645184135977,73.0696,4.0
6511,Low Fat,DRK37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.077046505,12.857645184135977,189.453,4.0
6512,Regular,FDC60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.2004264,12.857645184135977,88.8514,4.0
6513,Regular,FDQ36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,38.1848,4.0
6514,Regular,FDQ60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.191500528,12.857645184135977,121.2098,4.0
6515,Regular,FDU12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132630345,12.857645184135977,263.8568,4.0
6516,Regular,FDZ59,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.182128363,12.857645184135977,165.65,4.0
6517,Regular,FDS11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.097275777,12.857645184135977,223.9088,4.0
6518,Regular,FDS59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.076851759,12.857645184135977,111.857,4.0
6519,Regular,FDX35,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.139913045,12.857645184135977,227.9036,4.0
6520,Regular,FDK25,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.274592283,12.857645184135977,167.8474,4.0
6521,Regular,FDP49,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.120965853,12.857645184135977,55.8614,4.0
6522,Regular,FDB14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,92.312,4.0
6523,Regular,FDJ02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.044063785,12.857645184135977,147.2418,4.0
6524,Regular,FDJ14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,78.896,4.0
6525,Regular,FDN38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.161030847,12.857645184135977,251.2408,4.0
6526,Regular,FDY49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.021031586,12.857645184135977,164.7184,4.0
6527,Regular,FDA26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.129425145,12.857645184135977,219.3482,4.0
6528,Regular,FDU26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.074620291,12.857645184135977,120.1782,4.0
6529,Regular,FDV26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.133347119,12.857645184135977,193.0794,4.0
6530,Regular,FDY02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.153456703,12.857645184135977,264.091,4.0
6531,Regular,FDH04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019912606,12.857645184135977,91.0488,4.0
6532,Regular,FDI04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.127660257,12.857645184135977,198.5426,4.0
6533,Regular,FDL28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,230.0668,4.0
6534,Regular,FDQ40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.063079544,12.857645184135977,175.7712,4.0
6535,Regular,FDR52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.133144259,12.857645184135977,190.8846,4.0
6536,Regular,FDV16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.145200948,12.857645184135977,35.4558,4.0
6537,Regular,FDX52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.073541072,12.857645184135977,192.282,4.0
6538,Regular,FDA55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.099780431,12.857645184135977,225.2088,4.0
6539,Regular,FDC21,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.075215349,12.857645184135977,108.4254,4.0
6540,Regular,FDL32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.214423791,12.857645184135977,111.6544,4.0
6541,Regular,FDN56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.187443314,12.857645184135977,145.8786,4.0
6542,Regular,FDR31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.086077865,12.857645184135977,143.8102,4.0
6543,Regular,FDS44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.27321283,12.857645184135977,240.9538,4.0
6544,Regular,FDU20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.037569401,12.857645184135977,120.7098,4.0
6545,Regular,FDV19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.06173052,12.857645184135977,159.1578,4.0
6546,Regular,FDW32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.165101585,12.857645184135977,87.7882,4.0
6547,Regular,FDX31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,234.7958,4.0
6548,Regular,FDY56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.109274313,12.857645184135977,225.3062,4.0
6549,Regular,FDZ07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.164391573,12.857645184135977,62.8194,4.0
6550,Regular,FDM27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.277459381,12.857645184135977,156.3946,4.0
6551,Regular,FDO15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.014998914,12.857645184135977,72.4038,4.0
6552,Regular,FDP51,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.149305497,12.857645184135977,119.6124,4.0
6553,Regular,FDQ03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.136592891,12.857645184135977,238.0248,4.0
6554,Regular,FDT15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.074729835,12.857645184135977,183.795,4.0
6555,Regular,FDT51,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.019117392,12.857645184135977,110.6544,4.0
6556,Regular,FDV27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.070017381,12.857645184135977,89.3514,4.0
6557,Regular,FDG21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.256152243,12.857645184135977,151.005,4.0
6558,Regular,FDG33,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.245542627,12.857645184135977,172.2764,4.0
6559,Regular,FDJ57,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,184.3582,4.0
6560,Regular,FDB58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.02363057,12.857645184135977,141.7154,4.0
6561,Regular,FDC34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.302478871,12.857645184135977,155.4972,4.0
6562,Regular,FDG46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.057620562,12.857645184135977,115.4518,4.0
6563,Regular,FDP21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.045068892,12.857645184135977,190.8872,4.0
6564,Regular,FDU21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.134327613,12.857645184135977,35.0558,4.0
6565,Regular,FDY34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019227816,12.857645184135977,163.9842,4.0
6566,Regular,DRA59,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.223985293,12.857645184135977,186.2924,4.0
6567,Regular,DRL01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.13511877,12.857645184135977,232.9958,4.0
6568,Regular,FDB23,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.00978492,12.857645184135977,225.9062,4.0
6569,Low Fat,FDZ48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132995494,12.857645184135977,113.5544,4.0
6570,Low Fat,FDP25,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.037131628,12.857645184135977,216.4824,4.0
6571,Low Fat,FDC20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.041970938,12.857645184135977,55.4272,4.0
6572,Low Fat,NCP55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.019592289,12.857645184135977,56.9614,4.0
6573,Low Fat,FDS13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.124506117,6.465,264.7884,4.0
6574,Low Fat,FDX25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102055777,16.7,184.0292,4.0
6575,Low Fat,FDZ38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008001018,17.6,170.4422,4.0
6576,Low Fat,FDT40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095795326,5.985,128.4678,4.0
6577,Low Fat,FDE29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.143129124,8.905,58.8878,4.0
6578,Low Fat,FDO40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032628111,17.1,148.7392,4.0
6579,Low Fat,FDD20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020714523,14.15,124.2046,4.0
6580,Low Fat,FDU56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044414056,16.85,182.4266,4.0
6581,Low Fat,FDG32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.175995526,19.85,224.0772,4.0
6582,Low Fat,NCM29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.017642229,11.5,131.8626,4.0
6583,Low Fat,FDC11,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.141792841,20.5,89.7172,4.0
6584,Low Fat,FDW23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082012293,5.765,37.5164,4.0
6585,Low Fat,FDK36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.007215314,7.09,47.6034,4.0
6586,Low Fat,FDF12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082427854,8.235,149.3076,4.0
6587,Low Fat,FDX24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013929059,8.355,94.1462,4.0
6588,Low Fat,FDK24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.101294945,9.195,46.2744,4.0
6589,Low Fat,FDT60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07554831,12.0,121.9388,4.0
6590,Low Fat,FDA48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11487406,12.1,221.4114,4.0
6591,Low Fat,FDY36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009410528,12.3,73.738,4.0
6592,Low Fat,FDN12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.081103929,15.6,112.3544,4.0
6593,Low Fat,FDH24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021431134,20.7,157.0288,4.0
6594,Low Fat,FDU35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,6.44,98.27,4.0
6595,Low Fat,FDX59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.051661272,10.195,33.3558,4.0
6596,Low Fat,FDV59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048027043,13.35,218.9166,4.0
6597,Low Fat,FDP11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.069100548,15.85,216.6166,4.0
6598,Low Fat,FDO25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.127449031,6.3,210.527,4.0
6599,Low Fat,FDT25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.050750977,7.5,122.2072,4.0
6600,Low Fat,FDR49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.139228412,8.71,49.5376,4.0
6601,Low Fat,FDC26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.126383094,10.195,112.1886,4.0
6602,Low Fat,FDS01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.017744999,11.6,177.9686,4.0
6603,Low Fat,FDY25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033974436,12.0,181.8976,4.0
6604,Low Fat,FDB51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038454076,6.92,61.5852,4.0
6605,Low Fat,DRG27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105110692,8.895,41.1138,4.0
6606,Low Fat,FDY14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070040195,10.3,263.0226,4.0
6607,Low Fat,FDR14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.174049032,11.65,52.9298,4.0
6608,Low Fat,FDI15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.141352562,13.8,264.1884,4.0
